"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","issueCount","onTimeIssueCount","lateIssueCount","SE Process class"
"4","0.25","1","0","24","87.285714","3.636905","2.820744","73.285714","3.053571","1.715432","71","2.958333","3.42149","113.714286","4.738095","3.941411","30.857143","1.285714","0.62361","3","1.224745","10.910714","6.277973","3.510714","1.57246","9.160714","4.00474","3.062798","1.296831","8.875","6.771955","2.797917","1.950008","14.214286","7.953548","4.542411","2.55676","3.857143","1.488048","1.332143","0.440576","6","1.581139","21.821429","5.665303","4.025893","2.013436","18.321429","2.609588","3.175893","0.491531","17.75","10.35314","3.315179","2.235024","28.428571","10.517721","5.611607","3.54392","7.714286","2.896162","1.254464","0.171454","159","108","0.6792","8759","55.0881","64.546544","19.875","17.0546","13.875","11.58056","0.7092375","0.10193","1094.875","1031.24178","31.8","32.263912","21.8","6","5","1","F"
"5","0.6","1","0","44","63.642857","1.446429","0.607609","64.214286","1.459416","0.652692","51.814286","1.177597","0.929218","90.842857","2.06461","2.53802","36.571429","0.831169","0.721254","5.5","1.581139","7.955357","3.758992","1.382341","0.42672","8.026786","4.134526","1.372817","0.446903","6.476786","3.262644","1.131151","0.448698","11.355357","5.232661","2.081508","0.956338","4.571429","2.805988","0.769226","0.328746","8.8","0.748331","12.728571","2.047597","1.443889","0.171116","12.842857","2.846552","1.45381","0.273951","10.362857","3.016033","1.209643","0.403207","18.168571","13.238017","2.060952","1.45753","7.314286","3.627165","0.851746","0.467744","198","172","0.8687","7091","35.8131","21.697424","19.8","16.533602","17.7","14.512408","0.93964","0.075625","709.1","600.084902","49.5","46.197944","43.75","2","2","0","A"
"6","0.5","1","0","72","214.678572","2.981647","1.824721","175.892858","2.442956","1.328542","103.342858","1.435317","2.059186","297.842858","4.136706","5.224851","51.378572","0.713591","1.145128","6","0.408248","17.889881","5.922068","2.994388","0.991671","14.657738","5.133123","2.44606","0.851447","8.611905","4.794022","1.431633","0.798569","24.820238","14.442674","4.11352","2.388674","4.281548","1.736763","0.707157","0.284093","12","0","35.779762","15.491006","2.981647","1.290917","29.315476","4.603423","2.442956","0.383619","17.22381","11.631989","1.435317","0.969332","49.640476","28.602198","4.136706","2.383517","8.563095","10.208707","0.713591","0.850726","439","368","0.8383","27090","61.7084","52.72883","48.7778","47.088045","41.2222","42.028503","0.80996667","0.211365","3010","2640.689262","73.1667","71.894406","61.3333","5","5","0","A"
"5","0.4","0","0","46","85.857143","1.86646","1.188516","77.642858","1.687888","1.33784","44.357143","0.964286","1.550543","183.714287","3.993789","7.697832","34.214286","0.743789","1.339429","3.8333","1.280191","7.154762","2.490088","1.962854","0.668577","6.470238","2.502118","1.738279","0.594098","3.696429","3.027949","0.994926","0.773159","15.309524","19.149172","3.478841","3.443137","2.85119","2.402779","0.736111","0.492247","9.2","3.655133","17.171429","7.809021","1.871147","0.446192","15.528572","6.821574","1.705152","0.289449","8.871429","4.452103","1.295931","0.888504","36.742857","37.008703","4.660909","3.811604","6.842857","7.28465","0.765801","0.687916","230","220","0.9565","17068","74.2087","64.013857","32.8571","30.479167","31.5714","30.061162","0.89335714","0.166724","2438.2857","1950.254468","46","39.623226","44","10","7","3","F"
"5","0","0","0","58","204.857143","3.53202","2.566013","170.5","2.939655","1.803456","117.714286","2.029557","2.19562","216.714286","3.736453","4.539299","106.5","1.836207","1.595946","4.8333","0.897527","17.071429","7.75436","3.431448","1.298904","14.208333","6.477687","2.849008","1.103868","9.809524","4.251784","2.059821","0.823688","18.059524","14.127241","3.465675","2.528933","8.875","4.372157","1.768651","0.745867","11.6","0.8","40.971429","13.074871","3.601429","1.341813","34.1","6.791892","2.975476","0.725762","23.542857","15.181527","2.094762","1.425621","43.342857","27.792137","3.745714","2.316066","21.3","11.561407","1.857857","1.002407","783","686","0.8761","28239","36.0651","21.001723","60.2308","66.850181","52.9231","59.187397","0.8798","0.182913","2172.2308","2395.787044","156.6","112.901019","137.2","3","3","0","A"
"5","0.2","0","0","59","195.142858","3.307506","2.157941","190.714286","3.232446","2.140162","150.428572","2.549637","2.046992","316.928572","5.371671","6.044506","108","1.830508","1.714296","4.9167","0.640095","16.261905","3.698609","3.310913","0.670576","15.892857","4.2012","3.213294","0.715544","12.535714","4.738798","2.512103","0.793044","26.410714","18.785559","5.470734","4.007337","9","2.986364","1.830754","0.580492","11.8","0.4","39.028572","8.560183","3.315801","0.744884","38.142857","9.530188","3.240476","0.821011","30.085714","13.382779","2.532468","1.090811","63.385714","22.594726","5.370022","1.870106","21.6","11.485359","1.82381","0.946032","217","181","0.8341","12008","55.3364","56.481245","21.7","15.678329","18.4","14.602739","0.8686","0.19208","1200.8","822.917833","43.4","23.660938","36.2","3","2","1","F"
"5","0.4","0","0","43","58.785715","1.36711","0.676121","52.892858","1.230066","0.665387","76.535715","1.7799","1.644167","177.714287","4.13289","5.642998","30.428572","0.707641","0.657157","7.1667","2.910708","9.797619","3.012775","1.450356","0.298372","8.815476","3.517897","1.244801","0.226271","12.755952","7.300942","1.708721","0.481186","29.619048","12.444617","4.646934","2.139722","5.071429","2.314918","0.706457","0.211434","8.6","2.059126","11.757143","2.567298","1.402948","0.289537","10.578572","2.649451","1.252834","0.256353","15.307143","6.794115","1.740533","0.527838","35.542857","27.454066","4.220408","3.042818","6.085714","3.094234","0.704875","0.298639","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","F"
"5","0.2","0","0","43","138.285715","3.215947","1.474132","77.571429","1.803987","0.549349","120.857144","2.810631","1.757315","200.214288","4.656146","4.835448","50.000001","1.162791","1.057053","7.1667","3.077698","23.047619","8.324485","3.42328","0.59376","12.928572","6.24704","1.767857","0.303039","20.142857","7.727942","3.131415","1.054905","33.369048","20.660292","4.034127","1.674659","8.333333","3.49603","1.156019","0.44195","8.6","2.059126","27.657143","8.740523","3.130592","0.398569","15.514286","2.835058","1.848629","0.244337","24.171429","11.783905","2.697302","1.060314","40.042858","34.651313","4.057583","3.069344","10","5.415774","1.137641","0.491691","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","A"
"6","0.1667","0","0","60","104.035716","1.733929","1.433545","70.214287","1.170238","1.061315","68.714286","1.145238","1.774217","206.821434","3.447024","6.971275","62.178572","1.03631","1.488212","10","6.082763","17.339286","9.837276","1.729252","0.411204","11.702381","5.86982","1.262018","0.19252","11.452381","6.915478","1.809836","1.53369","34.470239","37.455829","3.1839","1.375484","10.363095","6.32467","1.180485","0.426492","10","1","17.339286","6.280225","1.717884","0.551652","11.702381","4.511779","1.145671","0.356006","11.452381","10.003287","1.13125","0.970858","34.470239","28.924519","3.41783","2.875818","10.363095","7.919032","1.019264","0.741603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","A"
"6","0.1667","1","0","50","80.428572","1.608571","1.15395","62.714286","1.254286","0.8","89","1.78","1.187434","133.714289","2.674286","7.569306","41.214286","0.824286","0.924175","8.3333","4.422166","13.404762","7.952844","1.721892","0.603108","10.452381","7.11634","1.265344","0.447248","14.833333","8.552128","1.929167","0.705201","22.285715","25.474144","2.182937","1.406476","6.869048","2.843544","0.904233","0.188094","8.3333","3.091206","13.404762","8.458549","1.571609","0.623334","10.452381","4.554595","1.277958","0.31142","14.833333","4.929722","1.841991","0.489914","22.285715","26.132187","2.33171","2.198996","6.869048","5.993253","0.826389","0.543496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","A"
"6","0.1667","0","0","61","137.928572","2.261124","1.578545","115.357144","1.891101","1.118605","116.964287","1.917447","1.923682","266.857145","4.374707","4.632127","68.357143","1.120609","0.908173","10.1667","5.955856","22.988095","13.638208","2.218911","0.948503","19.226191","11.860041","1.743696","0.786025","19.494048","11.97692","1.65713","0.819289","44.476191","24.544236","4.233223","1.584248","11.392857","6.420597","1.076046","0.645003","10.1667","2.339278","22.988095","6.131553","2.30028","0.491807","19.226191","7.282961","1.880186","0.513695","19.494048","15.544243","1.843502","1.20989","44.476191","34.451353","4.161797","2.748717","11.392857","3.15575","1.173566","0.362223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","A"
"6","0.1667","0","0","58","142.08143","2.44968","1.186342","139.224287","2.400419","1.183527","90.928572","1.567734","1.103347","102.785716","1.772168","3.000805","24.035715","0.414409","0.851585","9.6667","4.384315","23.680238","10.192822","2.479601","0.433604","23.204048","9.822391","2.428268","0.387481","15.154762","6.01789","1.626008","0.382551","17.130953","14.664585","1.654287","0.817662","4.005952","1.609181","0.468064","0.178242","9.6667","0.471405","23.680238","6.815492","2.44223","0.651174","23.204048","7.138421","2.38932","0.677988","15.154762","7.77122","1.541667","0.751704","17.130953","9.268337","1.805026","1.011401","4.005952","5.624458","0.413624","0.570166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","8","2","F"
"3","0","0","1","35","62.428572","1.783673","0.99632","53.428572","1.526531","0.684523","69","1.971429","1.396789","175.5","5.014286","7.661859","32.642857","0.932653","1.3389","2.9167","0.276385","5.202381","1.516865","1.761905","0.45259","4.452381","1.528453","1.525794","0.488188","5.75","2.008591","1.972222","0.64607","14.625","10.565037","5.027778","3.505676","2.720238","2.026705","0.920635","0.665272","11.6667","0.471405","20.809524","5.669267","1.769841","0.431355","17.809524","3.858612","1.519841","0.290036","23","7.342913","1.957071","0.574944","58.5","54.660393","4.917208","4.523045","10.880952","6.253253","0.92767","0.513201","627","450","0.7177","29490","47.0335","33.997427","69.6667","48.444699","51.5556","33.196757","0.7732","0.126533","3276.6667","2227.218993","125.4","208.685026","90.2","4","4","0","F"
"3","0","0","1","29","64.714286","2.231527","1.416734","44.428572","1.53202","1.374993","42.885715","1.478818","1.215966","63.571429","2.192118","1.93165","18.628572","0.642365","0.705878","2.4167","0.640095","5.392857","2.554924","2.156746","0.757144","3.702381","2.092632","1.434524","0.601642","3.57381","1.507259","1.510714","0.582686","5.297619","3.282327","2.174603","1.281605","1.552381","1.229296","0.565476","0.411807","9.6667","2.054805","21.571429","6.549653","2.443197","1.048503","14.809524","7.64549","1.744444","1.051726","14.295238","4.59823","1.564683","0.559418","21.190476","6.407196","2.381973","1.139544","6.209524","3.014372","0.667234","0.304272","162","135","0.8333","7947","49.0556","53.423102","16.2","12.3677","13.9","10.463747","0.91452","0.125405","794.7","725.0018","32.4","16.475436","27.2","6","2","4","A"
"3","0","0","1","33","174.857143","5.298701","2.188542","143","4.333333","2.270099","92.214286","2.794372","1.68992","103.785715","3.145022","4.217132","95.571429","2.896104","3.662845","2.75","0.595119","14.571429","5.768493","5.314484","1.770047","11.916667","5.272331","4.375992","1.741472","7.684524","1.959943","2.892857","0.819759","8.64881","7.726702","3.011409","2.557043","7.964286","4.968395","2.835814","1.581463","11","0.816497","58.285714","3.539861","5.307215","0.203801","47.666667","6.431569","4.331818","0.455485","30.738095","6.384594","2.850685","0.770254","34.595238","14.129423","3.067857","1.098867","31.857143","16.573071","3.021284","1.701228","226","183","0.8097","15788","69.8584","93.868612","20.5455","11.404653","17.3636","11.12959","0.80842727","0.193979","1435.2727","1063.385425","37.6667","18.776463","31.1667","5","4","1","A"
"3","0.3333","0","1","33","160.714286","4.87013","6.480741","83.857143","2.541126","2.459591","109.857143","3.329004","3.463571","125.857143","3.813853","6.862817","78.142857","2.367965","3.115175","2.75","0.721688","13.392857","10.358066","4.358135","2.546573","6.988095","5.173342","2.355159","1.152959","9.154762","4.231184","3.291667","1.615078","10.488095","11.369409","3.46131","3.20057","6.511905","5.029322","2.230159","1.418361","11","2.160247","53.571429","35.050401","5.834707","4.914007","27.952381","8.565342","2.836691","1.505038","36.619048","13.597385","3.623169","1.711314","41.952381","25.908613","4.541056","3.730117","26.047619","11.422816","2.668193","1.585813","43","25","0.5814","1729","40.2093","50.42312","5.375","3.038811","3.875","2.146946","0.7613","0.239554","216.125","325.510152","7.1667","2.793842","4.3333","9","6","3","F"
"6","0.1667","0","0","60","149.142857","2.485714","2.403065","113.571429","1.892857","2.123022","116.571429","1.942857","1.871645","273.571429","4.559524","8.02875","107.428572","1.790476","3.345976","6","0.447214","14.914286","10.702937","2.53619","1.984635","11.357143","8.527985","1.932381","1.572384","11.657143","4.945499","1.943333","0.816448","27.357143","36.052697","4.679048","6.415715","10.742857","9.987911","1.81","1.717781","10","0","24.857143","6.682804","2.485714","0.66828","18.928571","4.354214","1.892857","0.435421","19.428571","9.173312","1.942857","0.917331","45.595238","20.626648","4.559524","2.062665","17.904762","16.761161","1.790476","1.676116","162","103","0.6358","4376","27.0123","25.179108","18","29.571007","12","17.888544","0.7452","0.255416","486.2222","909.375705","32.4","33.236125","21.2","1","1","0","F"
"5","0.2","1","0","50","126.785714","2.535714","2.65","79.285714","1.585714","0.833307","75.142857","1.502857","1.071261","123.857143","2.477143","4.150229","89.571429","1.791429","2.880347","5","0","12.678571","6.745463","2.535714","1.349093","7.928571","2.990632","1.585714","0.598126","7.514286","2.503222","1.502857","0.500644","12.385714","15.851743","2.477143","3.170349","8.957143","6.586024","1.791429","1.317205","10","0","25.357143","9.152004","2.535714","0.9152","15.857143","1.643789","1.585714","0.164379","15.028571","1.563356","1.502857","0.156336","24.771429","10.365406","2.477143","1.036541","17.914286","14.288457","1.791429","1.428846","180","161","0.8944","11147","61.9278","60.865702","25.7143","17.285124","23","14.599413","0.89167143","0.145693","1592.4286","1550.570665","36","22.838564","32.4","2","2","0","A"
"5","0.2","0","0","50","135.571429","2.711429","1.371131","103.785714","2.075714","1.273146","150","3","2.531482","174","3.48","5.016971","69","1.38","0.852291","5","0.447214","13.557143","6.274161","2.676429","1.155175","10.378571","5.210277","2.050714","1.001144","15","7.968048","2.973333","1.453269","17.4","16.446425","3.405","3.234968","6.9","3.448188","1.361667","0.65107","10","0","27.114286","5.316436","2.711429","0.531644","20.757143","5.079691","2.075714","0.507969","30","12.5977","3","1.25977","34.8","15.468098","3.48","1.54681","13.8","2.017475","1.38","0.201747","219","110","0.5023","17455","79.7032","127.237629","24.3333","21.118712","12.6667","8.013877","0.66234444","0.289466","1939.4444","1922.505952","43.8","21.31103","22.4","3","3","0","A"
"5","0","0","0","50","113.857143","2.277143","1.902209","72.928572","1.458571","0.872296","138.642858","2.772857","3.184729","295.857144","5.917143","16.46792","40.642857","0.812857","0.538609","5","0","11.385714","6.118156","2.277143","1.223631","7.292857","2.772763","1.458571","0.554553","13.864286","5.401478","2.772857","1.080296","29.585714","28.381472","5.917143","5.676294","4.064286","1.629276","0.812857","0.325855","10","0","22.771429","6.71617","2.277143","0.671617","14.585714","3.046041","1.458571","0.304604","27.728572","16.5526","2.772857","1.65526","59.171429","70.491997","5.917143","7.0492","8.128571","1.487636","0.812857","0.148764","212","211","0.9953","8600","40.566","23.091499","23.5556","24.253802","23.5556","24.253802","1","0","955.5556","835.351039","53","49.809638","52.75","1","1","0","A"
"5","0.4","1","0","49","186.642858","3.809038","1.994891","170.071429","3.470845","2.115963","111.357143","2.272595","2.938138","221.142858","4.51312","8.857143","58.821429","1.200437","2.106099","4.9","0.538516","18.664286","6.225036","3.82619","1.220714","17.007143","7.002219","3.506429","1.43985","11.135714","6.632361","2.25381","1.28672","22.114286","21.616396","4.39619","4.216677","5.882143","3.365266","1.191429","0.647868","9.8","0.4","37.328572","11.214568","3.800794","1.088263","34.014286","10.448748","3.460794","1.009548","22.271429","10.379375","2.297302","1.107925","44.228572","29.572409","4.639683","3.353587","11.764286","9.516892","1.239286","1.062645","588","493","0.8384","21935","37.3044","35.158642","58.8","36.220988","50.6","34.167821","0.86432","0.146434","2193.5","1416.720315","117.6","70.229908","99.6","2","2","0","A"
"5","0.4","0","0","50","118.714286","2.374286","1.142103","72.5","1.45","1.340187","68.142857","1.362857","2.506073","159.142857","3.182857","3.284874","41.285714","0.825714","1.1","5","0","11.871429","3.990524","2.374286","0.798105","7.25","3.697386","1.45","0.739477","6.814286","3.051296","1.362857","0.610259","15.914286","10.835354","3.182857","2.167071","4.128571","2.186648","0.825714","0.43733","10","0","23.742857","6.322877","2.374286","0.632288","14.5","6.224048","1.45","0.622405","13.628571","8.128358","1.362857","0.812836","31.828571","14.389736","3.182857","1.438974","8.257143","8.001735","0.825714","0.800173","95","91","0.9579","4332","45.6","49.403473","15.8333","11.051646","15.1667","10.761299","0.89073333","0.178632","722","392.310676","23.75","8.166241","22.75","1","1","0","A"
"5","0","0","0","50","98.392857","1.967857","1.088393","75.035714","1.500714","0.821036","110.607143","2.212143","2.850303","154.214286","3.084286","4.231135","43.25","0.865","1.746489","5","0","9.839286","3.355214","1.967857","0.671043","7.503571","3.574301","1.500714","0.71486","11.060714","7.126554","2.212143","1.425311","15.421429","13.850724","3.084286","2.770145","4.325","1.504114","0.865","0.300823","10","0","19.678571","5.085193","1.967857","0.508519","15.007143","2.265131","1.500714","0.226513","22.121429","7.720817","2.212143","0.772082","30.842857","18.057866","3.084286","1.805787","8.65","8.638145","0.865","0.863815","186","179","0.9624","11078","59.5591","83.70994","20.6667","14.719601","20.2222","14.657404","0.97972222","0.039073","1230.8889","1075.587431","37.2","24.103112","35.8","1","1","0","A"
"5","0.2","0","0","46","176.428572","3.835404","4.37713","147.5","3.206522","4.086335","97.642857","2.122671","2.456642","191.7","4.167391","6.184683","40.714286","0.885093","1.674619","4.6","1.280625","17.642857","20.278193","3.809048","3.967488","14.75","19.345971","3.21381","3.80439","9.764286","6.023682","2.05381","1.042553","19.17","23.328097","3.817333","4.627319","4.071429","4.860818","0.882381","0.963161","9.2","1.720465","35.285714","15.338361","3.753853","1.119264","29.5","9.938382","3.192482","0.733744","19.528571","16.329303","2.039509","1.392374","38.34","21.932093","4.010825","2.037243","8.142857","7.704226","0.831746","0.745247","284","237","0.8345","8550","30.1056","19.663259","40.5714","46.064728","34","36.355389","0.92675714","0.093097","1221.4286","1267.920328","56.8","43.47597","47.6","4","3","1","A"
"5","0.2","0","0","50","118.571429","2.371429","1.425342","94.142857","1.882857","1.429126","70.214286","1.404286","1.071868","100.285715","2.005714","2.585266","53.571429","1.071429","0.844038","5","0","11.857143","6.172768","2.371429","1.234554","9.414286","5.935779","1.882857","1.187156","7.021429","2.71655","1.404286","0.54331","10.028571","9.578846","2.005714","1.915769","5.357143","2.524775","1.071429","0.504955","10","0","23.714286","4.628439","2.371429","0.462844","18.828571","3.310034","1.882857","0.331003","14.042857","3.241189","1.404286","0.324119","20.057143","9.175655","2.005714","0.917566","10.714286","2.143333","1.071429","0.214333","215","197","0.9163","14838","69.014","60.038242","23.8889","16.80241","22.1111","15.602311","0.90027778","0.110254","1648.6667","1191.930554","43","17.515707","39.8","3","3","0","A"
"5","0","0","0","50","101.035714","2.020714","1.470553","65.714286","1.314286","1.101862","64.75","1.295","1.364047","187.714286","3.754286","7.235337","75.642857","1.512857","1.916305","5","0","10.103571","3.90785","2.020714","0.78157","6.571429","3.032141","1.314286","0.606428","6.475","3.296568","1.295","0.659314","18.771429","17.32062","3.754286","3.464124","7.564286","4.9534","1.512857","0.99068","10","0","20.207143","9.404309","2.020714","0.940431","13.142857","7.043306","1.314286","0.704331","12.95","7.958425","1.295","0.795843","37.542857","33.918107","3.754286","3.391811","15.128571","12.984245","1.512857","1.298424","74","73","0.9865","4851","65.5541","51.015139","10.5714","16.308255","10.4286","15.962967","0.99714286","0.006999","693","1062.858679","18.5","13.009612","18.25","1","1","0","A"
"5","0.2","0","0","50","108.285714","2.165714","1.428286","107.071429","2.141429","1.094578","90.714286","1.814286","1.746425","181.428572","3.628571","5.280152","77.142857","1.542857","1.671646","5","0.447214","10.828571","3.909721","2.146429","0.78055","10.707143","4.378455","2.132143","0.882073","9.071429","3.164536","1.804286","0.630874","18.142857","13.21027","3.63","2.640048","7.714286","4.605897","1.537857","0.92528","10","0.632456","21.657143","5.341291","2.193319","0.653973","21.414286","5.489582","2.175786","0.683063","18.142857","9.639523","1.86153","1.085115","36.285714","33.299997","3.803261","3.774223","15.428571","10.721617","1.599509","1.234466","169","109","0.645","6392","37.8225","34.94854","16.9","22.594026","11.2","13.021521","0.76384","0.209305","639.2","801.738336","33.8","26.648827","22","5","5","0","A"
"5","0.2","1","0","49","167.857143","3.425656","3.354397","159.428572","3.253644","5.387987","142.285716","2.90379","16.796197","286.714286","5.851312","8.773801","61","1.244898","1.576853","4.9","0.830662","16.785714","5.347229","3.484184","1.141524","15.942857","10.03081","3.475306","2.61217","14.228572","7.576939","2.943418","1.519063","28.671429","20.106964","6.245408","4.858147","6.1","1.33409","1.280816","0.370783","9.8","0.4","33.571429","24.039423","3.408254","2.383553","31.885714","30.250438","3.23746","3.010613","28.457143","28.844644","2.856032","2.876008","57.342857","51.492785","5.78","5.117346","12.2","7.127755","1.225079","0.705748","81","32","0.3951","1966","24.2716","49.893965","13.5","14.020818","6","9.451631","0.43453333","0.347669","327.6667","520.489727","40.5","36.5","16.5","3","3","0","A"
"6","0.1667","0","0","59","163.035715","2.763317","1.657197","135.357143","2.294189","1.524529","104.5","1.771186","1.581184","255.857144","4.336562","4.488614","74.528572","1.263196","1.180759","4.9167","0.493007","13.58631","4.699143","2.786012","0.956219","11.279762","4.422371","2.326091","0.959465","8.708333","3.472861","1.795833","0.745111","21.321429","14.179741","4.303175","2.704613","6.210714","2.507669","1.260198","0.467844","11.8","0.4","32.607143","13.189243","2.738041","1.069732","27.071429","10.355123","2.276732","0.836727","20.9","7.936688","1.756385","0.640987","51.171429","24.457944","4.282035","2.009638","14.905714","7.634324","1.263355","0.635091","240","179","0.7458","21087","87.8625","136.346319","26.6667","20.875291","20.2222","10.633049","0.90976667","0.221664","2343","1521.440984","48","35.894289","36","1","1","0","A"
"6","0.1667","0","0","72","329.071429","4.570437","2.9107","215.642857","2.99504","2.015457","146.642857","2.036706","2.28166","308.928573","4.290675","4.983262","81.571429","1.132937","1.309023","6","0","27.422619","8.494069","4.570437","1.415678","17.970238","8.119141","2.99504","1.35319","12.220238","10.457293","2.036706","1.742882","25.744048","19.715396","4.290675","3.285899","6.797619","3.293835","1.132937","0.548972","12","0","54.845238","15.053443","4.570437","1.254454","35.940476","9.689781","2.99504","0.807482","24.440476","7.209501","2.036706","0.600792","51.488095","25.953531","4.290675","2.162794","13.595238","8.8715","1.132937","0.739292","301","260","0.8638","22712","75.4551","71.481583","30.1","23.594279","26.3","22.978468","0.83982","0.157343","2271.2","2626.656955","50.1667","63.386162","43.3333","2","1","1","F"
"6","0.1667","0","0","65","220.357144","3.39011","2.971701","181.428572","2.791209","2.034757","105.571429","1.624176","1.692587","183.214287","2.818681","3.450615","126.571429","1.947253","3.215219","5.4167","1.187317","18.363095","7.659276","3.422917","1.301216","15.119048","6.162092","2.837351","1.178925","8.797619","4.660939","1.612798","0.837213","15.267857","11.227249","2.879365","2.091004","10.547619","7.76791","2.008135","1.490826","10.8333","2.192158","36.726191","13.827559","3.372926","0.934778","30.238095","12.709046","2.678211","0.851256","17.595238","4.91573","1.658911","0.403275","30.535714","13.14077","2.767767","0.917012","21.095238","17.977247","1.810786","1.450459","283","217","0.7668","13353","47.1837","56.943356","31.4444","21.234726","24.5556","16.866213","0.82391111","0.212643","1483.6667","1391.871721","47.1667","36.839366","36.6667","3","3","0","A"
"6","0.1667","0","0","70","180.285715","2.57551","1.277673","159.285715","2.27551","1.276555","135.071429","1.929592","1.785843","265","3.785714","4.94915","77.714286","1.110204","1.304232","5.8333","0.372678","15.02381","3.724954","2.592857","0.68716","13.27381","3.532627","2.295635","0.65678","11.255952","3.136826","1.921825","0.494107","22.083333","14.42052","3.838889","2.663925","6.47619","3.018837","1.116865","0.540601","11.6667","0.471405","30.047619","6.549091","2.572691","0.5282","26.547619","8.069497","2.277237","0.678829","22.511905","10.82643","1.905032","0.876735","44.166667","28.98996","3.749639","2.385532","12.952381","9.22145","1.098304","0.760256","358","321","0.8966","26716","74.6257","59.583467","32.5455","25.471423","29.5455","25.335436","0.89767273","0.127765","2428.7273","2630.083445","71.6","79.560292","64.4","2","2","0","A"
"6","0","0","0","71","287.000001","4.042254","2.376028","184.357143","2.596579","1.350388","190.357143","2.681087","1.820991","213.642858","3.009054","4.235891","117.071429","1.648893","1.669504","5.9167","0.640095","23.916667","4.19242","4.088294","0.745025","15.363095","2.846925","2.651871","0.652692","15.863095","3.474942","2.732625","0.75325","17.803572","9.59455","3.045153","1.589623","9.755952","2.962128","1.680811","0.556615","11.8333","0.372678","47.833333","12.004936","4.042388","0.993007","30.726191","6.309805","2.598214","0.527379","31.726191","9.974152","2.681908","0.829493","35.607143","18.37292","2.98548","1.51048","19.511905","9.823131","1.645833","0.8121","206","174","0.8447","11998","58.2427","77.73442","18.7273","17.873754","16.0909","16.428659","0.88667273","0.145098","1090.7273","1697.331172","34.3333","20.556156","29","3","3","0","A"
