"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","issueCount","onTimeIssueCount","lateIssueCount","SE Process class"
"5","0","0","0","44","150.285714","3.415584","2.722723","127.571429","2.899351","1.958637","73.214286","1.663961","1.951736","181.214286","4.118506","4.831176","85.571429","1.944805","1.658157","4.8889","0.993808","16.698413","7.962054","3.270899","1.218527","14.174603","7.232384","2.767725","1.209574","8.134921","4.053559","1.653175","0.631913","20.134921","15.436082","3.799471","2.783913","9.507937","4.714099","1.862169","0.802852","8.8","0.4","30.057143","11.128416","3.463095","1.408534","25.514286","6.233943","2.924206","0.801988","14.642857","11.045731","1.711905","1.354884","36.242857","25.093198","4.128175","2.796215","17.114286","9.275995","1.961111","1.064665","737","646","0.8765","26736","36.2768","21.120111","73.7","70.729131","64.7","62.787021","0.86226","0.199687","2673.6","2523.326067","147.4","106.503709","129.2","3","3","0","A"
"5","0.2","0","0","44","154.285714","3.506494","2.368003","150.428571","3.418831","2.356962","106.428571","2.418831","2.31807","316.5","7.193182","6.102294","87.571429","1.99026","1.887732","4.8889","0.566558","17.142857","4.797959","3.545238","1.086142","16.714286","5.174944","3.439153","1.110348","11.825397","5.063666","2.389153","0.901902","35.166667","18.018509","7.412963","4.130986","9.730159","3.082718","2.008995","0.636634","8.8","0.4","30.857143","9.824584","3.508333","1.085864","30.085714","9.935137","3.419841","1.096239","21.285714","13.385036","2.39246","1.464685","63.3","23.96104","7.167857","2.591498","17.514286","10.1159","1.984921","1.113117","190","170","0.8947","10548","55.5158","59.1839","23.75","16.376431","21.5","14.747881","0.9403","0.092255","1318.5","849.010895","38","17.401149","34","3","2","1","F"
"7","0","0","0","43","116.5","2.709302","1.581994","119.5","2.77907","1.629318","58.5","1.360465","1.968725","184","4.27907","3.655678","55.5","1.290698","1.890098","14.3333","7.363574","38.833333","19.707585","2.67971","0.650939","39.833333","20.39744","2.730918","0.663674","19.5","11.768602","1.22657","0.302424","61.333333","22.514193","4.948792","1.450447","18.5","8.841191","1.47971","0.5378","6.1429","1.884415","16.642857","4.111954","2.883929","0.901653","17.071429","4.739112","2.973214","1.047881","8.357143","10.44275","1.389881","1.725118","26.285714","14.078497","4.422619","2.395684","7.928571","8.537433","1.360119","1.421853","180","99","0.55","5458","30.3222","42.85423","36","25.004","20.6","12.611106","0.7244","0.237619","1091.6","551.103838","25.7143","24.86371","14.5714","0","0","0","F"
"7","0.2857","0","0","40","115.5","2.8875","1.645021","60","1.5","0.75","91","2.275","2.487343","175","4.375","6.884539","36","0.9","0.691014","13.3333","6.944222","38.5","22.071852","2.8","0.216025","20","11.224972","1.454865","0.232316","30.333333","21.680765","2.043478","0.462521","58.333333","22.473441","4.653623","0.799065","12","6.570134","0.878054","0.186863","5.7143","1.829464","16.5","7.977647","2.753401","0.999326","8.571429","4.030496","1.42602","0.416786","13","13.585707","1.986395","2.064864","25","24.813591","5.807823","8.240219","5.142857","3.870348","0.838435","0.544127","79","68","0.8608","2263","28.6456","28.23681","13.1667","5.2095","11.8333","3.847799","0.92506667","0.090236","377.1667","172.660956","15.8","16.079801","13.6","0","0","0","A"
"6","0","0","0","41","168.5","4.109756","2.986784","153","3.731707","2.62283","142","3.463415","3.39905","193.5","4.719512","2.749831","35.5","0.865854","1.259231","13.6667","8.806563","56.166667","43.772772","3.663105","1.117089","51","40.792156","3.279202","1.026557","47.333333","31.938309","3.342593","0.566709","64.5","43.203009","4.701567","0.439951","11.833333","10.036046","0.759259","0.171734","6.8333","1.462494","28.083333","16.453005","3.964286","2.068322","25.5","13.301002","3.611111","1.561558","23.666667","20.775921","3.179067","2.496572","32.25","13.08864","4.799107","1.818229","5.916667","8.085051","0.808036","0.999678","160","143","0.8938","8750","54.6875","58.19581","26.6667","11.426091","24.1667","8.552128","0.92346667","0.108594","1458.3333","615.244035","26.6667","14.579285","24","0","0","0","A"
"6","0","0","0","43","167.5","3.895349","2.530186","74.5","1.732558","1.55649","44.5","1.034884","0.702118","207.5","4.825581","4.040325","43","1","0.77008","14.3333","6.548961","55.833333","30.321426","3.622727","0.67656","24.833333","16.754767","1.539899","0.441133","14.833333","7.98262","0.995455","0.09987","69.166667","41.296354","4.244949","1.715585","14.333333","8.269757","0.896465","0.286435","7.1667","0.897527","27.916667","6.274397","3.915675","0.80626","12.416667","5.357368","1.724702","0.730354","7.416667","2.049729","1.050595","0.303314","34.583333","11.791299","4.918651","1.661332","7.166667","3.131382","0.974206","0.370145","286","266","0.9301","19244","67.2867","50.373934","47.6667","8.556998","44.3333","8.37987","0.92921667","0.055866","3207.3333","794.2373","47.6667","41.919235","44.6667","0","0","0","A"
"6","0","0","0","35","73","2.085714","1.778787","70","2","2.02837","65","1.857143","2.179684","166","4.742857","4.142759","27.5","0.785714","1.064262","11.6667","5.734884","24.333333","9.672412","2.381818","0.881146","23.333333","10.208929","2.498246","1.530396","21.666667","9.877022","1.928868","0.635907","55.333333","36.058594","4.950558","1.980392","9.166667","2.321398","1.050239","0.672026","5.8333","1.674979","12.166667","8.173467","2.056944","1.082162","11.666667","6.774134","2.106944","1.249819","10.833333","10.899796","1.768056","1.722471","27.666667","19.838235","4.363889","2.462692","4.583333","4.147456","0.8125","0.576222","47","43","0.9149","937","19.9362","9.304321","15.6667","12.970051","14.3333","13.299958","0.82353333","0.229087","312.3333","270.157156","9.4","13.865064","8.6","0","0","0","F"
"5","0.4","0","0","52","81.328572","1.564011","0.781633","74.328572","1.429396","0.780592","114.571429","2.203297","2.842904","285.357143","5.487637","5.098757","50","0.961538","0.871559","8.6667","3.197221","13.554762","6.883131","1.544366","0.375981","12.388095","6.266511","1.386224","0.337541","19.095238","11.934748","2.042847","0.63826","47.559524","36.708551","5.206466","2.535675","8.333333","5.520165","0.910678","0.340629","10.4","2.059126","16.265714","4.753856","1.568671","0.397198","14.865714","5.041571","1.402499","0.307956","22.914286","19.490992","2.054912","1.512075","57.071429","24.341197","5.645326","2.241734","10","4.360537","0.966371","0.340598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","F"
"5","0.2","0","0","50","167.571429","3.351429","1.44513","93.857143","1.877143","0.616117","150","3","2.126029","269.428572","5.388571","4.594606","68.714286","1.374286","0.984073","7.1429","3.642157","23.938776","14.471014","3.070522","1.262542","13.408163","8.087506","1.589796","0.702918","21.428571","13.184937","2.828855","1.035207","38.489796","26.98967","4.363095","2.385865","9.816327","7.557636","1.155726","0.601442","10","2.19089","33.514286","13.313673","3.21619","0.725497","18.771429","3.659597","1.895714","0.116023","30","18.777103","2.840952","1.44826","53.885714","41.217532","4.780476","3.371281","13.742857","7.219814","1.344286","0.567969","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","A"
"6","0.1667","0","0","66","148.678572","2.252706","1.488906","98","1.484848","1.106891","95.571429","1.448052","2.092514","358.214286","5.427489","7.078661","89.214286","1.351732","1.528183","11","5.830952","24.779762","16.340634","2.102976","0.631358","16.333333","10.490737","1.462698","0.349167","15.928571","8.191454","2.092857","1.442713","59.702381","68.852625","4.548413","2.942606","14.869048","11.487546","1.387401","0.494785","11","1","24.779762","10.482947","2.205357","0.780651","16.333333","6.888281","1.447421","0.50217","15.928571","16.948802","1.389286","1.39254","59.702381","45.036671","5.437897","4.269815","14.869048","12.83367","1.320238","1.094291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","A"
"6","0.1667","1","0","58","85.714286","1.477833","0.887219","65.857143","1.135468","0.800007","90.5","1.560345","1.224532","209.428572","3.610837","7.18045","51.5","0.887931","0.914809","9.6667","4.109609","14.285714","5.994328","1.493717","0.197479","10.976191","5.323173","1.12209","0.225065","15.083333","6.112942","1.655556","0.548391","34.904762","45.823134","2.93373","2.79318","8.583333","4.586363","0.887963","0.160749","9.6667","3.543382","14.285714","7.948388","1.469882","0.487913","10.976191","4.602141","1.180403","0.310441","15.083333","6.958871","1.501323","0.488846","34.904762","48.215973","3.204823","3.609712","8.583333","7.04968","0.969348","0.666875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","A"
"6","0.1667","0","0","69","155.785715","2.257764","1.576449","136.500001","1.978261","1.137012","137.428572","1.991718","1.851559","329.428572","4.774327","4.759408","77.5","1.123188","0.864842","11.5","5.53022","25.964286","11.801198","2.181529","0.850345","22.75","10.415333","1.810492","0.681391","22.904762","13.176372","1.66974","0.791654","54.904762","28.853449","4.466409","1.618382","12.916667","6.610703","0.984227","0.53687","11.5","2.291288","25.964286","8.045972","2.258516","0.492267","22.75","9.025074","1.953807","0.556259","22.904762","16.84658","1.953349","1.2228","54.904762","47.387652","4.491261","3.47078","12.916667","5.012979","1.178558","0.483665","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","A"
"6","0.1667","0","0","66","185.472858","2.810195","1.328527","183.687143","2.783139","1.293573","120.5","1.825758","1.228231","158.142857","2.396104","3.127017","30.642857","0.464286","0.74107","9.4286","5.178448","26.496123","18.318734","2.345316","1.105334","26.24102","17.490131","2.477424","0.726801","17.214286","10.966355","1.649064","0.523329","22.591837","25.14166","2.262992","1.238594","4.377551","3.429998","0.44252","0.177844","11","0.816497","30.912143","11.964599","2.75954","0.878082","30.614524","12.165792","2.729779","0.894335","20.083333","9.184838","1.775577","0.712421","26.357143","16.310289","2.488276","1.618144","5.107143","5.934413","0.457504","0.512332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","6","2","F"
"3","0","0","1","26","47.714286","1.835165","1.10673","41.142857","1.582418","0.666173","57.714286","2.21978","1.434981","164","6.307692","8.508958","30.857143","1.186813","1.47564","2.8889","0.31427","5.301587","2.493933","1.804233","0.787738","4.571429","1.748339","1.579365","0.553283","6.412698","3.540786","2.21164","1.147941","18.222222","10.74738","6.277778","3.490728","3.428571","2.686153","1.161376","0.880042","8.6667","0.471405","15.904762","4.677829","1.815476","0.46482","13.714286","3.092673","1.57209","0.295789","19.238095","5.38748","2.208995","0.555039","54.666667","54.986743","6.145503","6.059295","10.285714","5.719046","1.189153","0.636509","617","443","0.718","29299","47.4862","34.030021","88.1429","38.48721","65.1429","24.204064","0.76554286","0.094301","4185.5714","1630.921287","123.4","207.778343","88.6","4","4","0","F"
"3","0","0","1","22","52.428571","2.383117","1.5273","37.428571","1.701299","1.387667","27.957143","1.270779","1.044871","56.285714","2.558442","1.772144","18.7","0.85","0.734692","2.4444","0.684935","5.825397","2.640842","2.269841","0.859418","4.15873","1.930122","1.584656","0.509189","3.106349","1.725625","1.200794","0.45529","6.253968","3.409855","2.47619","1.22083","2.077778","1.464982","0.75","0.474602","7.3333","1.699673","17.47619","6.602755","2.645503","1.275538","12.47619","7.116459","1.97328","1.292776","9.319048","5.367784","1.379153","0.754318","18.761905","4.871594","2.762434","1.109205","6.233333","3.441253","0.882778","0.427179","155","129","0.8323","7667","49.4645","54.108645","19.375","11.863152","16.5","10.148892","0.89315","0.131813","958.375","722.195254","31","14.21267","26","5","2","3","A"
"3","0","0","1","26","139.857143","5.379121","2.410836","120.857143","4.648352","2.26499","67.5","2.596154","1.551984","103.928571","3.997253","4.443972","86.857143","3.340659","3.958737","2.8889","0.566558","15.539683","6.965668","5.466931","2.297902","13.428571","6.624356","4.763228","2.214388","7.5","2.905933","2.62963","0.898482","11.547619","10.015974","4.020503","3.268255","9.650794","7.31107","3.304894","2.380608","8.6667","0.471405","46.619048","2.250724","5.410053","0.571661","40.285714","2.179059","4.649471","0.093026","22.5","7.382412","2.617725","0.881574","34.642857","15.034767","4.042989","1.782257","28.952381","15.235268","3.385582","1.789602","166","145","0.8735","13499","81.3193","101.483279","20.75","11.659224","18.625","11.3901","0.8715","0.150965","1687.375","1076.65941","27.6667","16.829207","24.8333","4","4","0","A"
"3","0.3333","0","1","25","131","5.24","7.288786","67.142857","2.685714","2.75681","71.571429","2.862857","2.274731","122.714286","4.908571","7.525955","55.857143","2.234286","2.940476","2.7778","0.785674","14.555556","11.451454","4.657407","2.792308","7.460317","5.894299","2.468254","1.339649","7.952381","3.798794","2.706349","1.006279","13.634921","11.492699","4.498677","3.046381","6.206349","5.539842","1.97619","1.318416","8.3333","1.699673","43.666667","30.6626","6.392593","5.691654","22.380952","7.450821","3.03545","1.724702","23.857143","6.955642","3.171429","1.531888","40.904762","25.208338","5.885714","4.847778","18.619048","9.964108","2.632804","1.957807","38","23","0.6053","1724","45.3684","51.457914","6.3333","2.924988","4.6667","1.885618","0.79285","0.188394","287.3333","347.837925","6.3333","2.808717","4","6","4","2","F"
"6","0.1667","0","0","42","152.785715","3.637755","2.710524","113.642857","2.705782","2.233563","72.857143","1.734694","1.856685","330.571429","7.870748","9.139663","105.428572","2.510204","3.934843","6","0.534522","21.826531","10.657801","3.709864","2.017081","16.234694","7.762014","2.762245","1.49226","10.408163","1.98453","1.735374","0.302316","47.22449","38.171155","8.041497","6.823232","15.061225","10.487215","2.538095","1.808698","7","0","25.464286","8.652764","3.637755","1.236109","18.940476","5.881832","2.705782","0.840262","12.142857","5.00068","1.734694","0.714383","55.095238","25.875114","7.870748","3.696445","17.571429","16.378807","2.510204","2.33983","153","98","0.6405","4238","27.6993","25.407035","25.5","33.792257","16.6667","20.344259","0.65946667","0.262413","706.3333","1046.20133","30.6","29.749622","20.2","1","1","0","F"
"5","0.2","1","0","35","99.285715","2.836735","3.102862","57.142857","1.632653","0.768779","45.571429","1.302041","0.900793","140.285714","4.008163","4.269111","76.142857","2.17551","3.31724","5","0","14.183674","7.033329","2.836735","1.406666","8.163265","2.617978","1.632653","0.523596","6.510204","1.656962","1.302041","0.331392","20.040816","17.220354","4.008163","3.444071","10.877551","7.083191","2.17551","1.416638","7","0","19.857143","9.609519","2.836735","1.372788","11.428571","1.487362","1.632653","0.21248","9.114286","1.140712","1.302041","0.162959","28.057143","4.818841","4.008163","0.688406","15.228571","12.754703","2.17551","1.8221","175","158","0.9029","11035","63.0571","61.355984","29.1667","16.283086","26.3333","13.072448","0.94028333","0.090677","1839.1667","1542.343392","35","23.358082","31.8","2","2","0","A"
"5","0.2","0","0","35","107.285715","3.065306","1.631326","80.857143","2.310204","1.499388","96.857144","2.767347","2.556464","206.142857","5.889796","5.982696","61.142857","1.746939","0.960442","5","0","15.326531","4.817796","3.065306","0.963559","11.55102","4.260079","2.310204","0.852016","13.836735","4.080408","2.767347","0.816082","29.44898","18.630272","5.889796","3.726054","8.734694","3.079537","1.746939","0.615907","7","0","21.457143","4.035961","3.065306","0.576566","16.171429","3.71802","2.310204","0.531146","19.371429","9.504285","2.767347","1.357755","41.228571","13.039845","5.889796","1.862835","12.228571","1.837478","1.746939","0.262497","191","100","0.5236","17072","89.3822","133.365873","31.8333","21.835878","17.1667","5.899623","0.70843333","0.257176","2845.3333","1755.195019","38.2","20.50756","20.4","2","2","0","A"
"5","0.4","1","0","33","131.285715","3.978355","1.88306","129.785715","3.9329","1.811858","75.285715","2.281385","4.170824","173.142857","5.246753","3.886829","37.428572","1.134199","1.297026","4.7143","0.699854","18.755102","4.582871","3.95068","0.672494","18.540816","4.403129","3.910204","0.673941","10.755102","8.789642","2.362585","2.144523","24.734694","13.441251","5.017007","2.388771","5.346939","2.37928","1.129592","0.474394","6.6","0.489898","26.257143","10.605601","3.952721","1.438031","25.957143","9.678042","3.917007","1.317792","15.057143","10.621734","2.346259","1.811919","34.628571","13.237115","5.378231","2.273422","7.485714","4.085415","1.140816","0.591021","429","391","0.9114","17197","40.0862","33.770092","71.5","37.71273","66.6667","35.084026","0.94483333","0.044945","2866.1667","1424.278814","85.8","57.199301","79","1","1","0","A"
"5","0.4","0","0","35","91.428572","2.612245","1.266846","51.5","1.471429","1.187864","71.428572","2.040816","3.503235","171.000001","4.885714","4.751799","37.428572","1.069388","1.417097","5","0","13.061225","4.293094","2.612245","0.858619","7.357143","2.734884","1.471429","0.546977","10.204082","8.007961","2.040816","1.601592","24.428572","15.220823","4.885714","3.044165","5.346939","2.66262","1.069388","0.532524","7","0","18.285714","3.818323","2.612245","0.545475","10.3","6.339768","1.471429","0.905681","14.285714","12.677475","2.040816","1.811068","34.2","13.353162","4.885714","1.907595","7.485714","6.757973","1.069388","0.965425","93","90","0.9677","4314","46.3871","49.636319","18.6","10.031949","18","9.528903","0.96888","0.040618","862.8","256.40078","23.25","7.361216","22.5","1","1","0","A"
"5","0.2","0","0","33","170.428572","5.164502","5.386103","159.714286","4.839827","5.567682","61.214286","1.854978","2.504633","202.971429","6.150649","6.393428","51.785714","1.569264","2.671741","4.7143","0.699854","24.346939","22.215727","5.159864","4.425883","22.816327","22.086065","4.89898","4.562716","8.744898","4.228505","1.779932","0.747264","28.995918","23.248965","6.087279","4.527639","7.397959","7.163629","1.631973","1.653396","6.6","1.356466","34.085714","17.058985","5.195408","2.286569","31.942857","14.547207","4.914286","1.966217","12.242857","11.496015","1.890051","1.625016","40.594286","24.070654","5.845612","3.218315","10.357143","10.728942","1.520663","1.503129","281","234","0.8327","8493","30.2242","19.697975","46.8333","46.916297","39.1667","36.812211","0.91455","0.095228","1415.5","1269.611325","56.2","43.517353","47","3","3","0","A"
"5","0.2","0","0","35","108.357143","3.095918","1.342705","90.642857","2.589796","1.428143","48.5","1.385714","1.034704","114.714286","3.277551","2.75444","49.642857","1.418367","1.10509","5","0","15.479592","5.271453","3.095918","1.054291","12.94898","5.835789","2.589796","1.167158","6.928571","2.111678","1.385714","0.422336","16.387755","8.992292","3.277551","1.798458","7.091837","2.480452","1.418367","0.49609","7","0","21.671429","4.519256","3.095918","0.645608","18.128571","2.717442","2.589796","0.388206","9.7","4.671319","1.385714","0.667331","22.942857","8.175424","3.277551","1.167918","9.928571","4.938603","1.418367","0.705515","191","178","0.9319","13760","72.0419","62.198368","31.8333","15.268886","30","13.304135","0.96151667","0.053562","2293.3333","934.541896","38.2","15.803797","36","2","2","0","A"
"5","0","0","0","35","81.178572","2.319388","1.425962","55.285714","1.579592","1.21416","44.892857","1.282653","1.210372","156.928572","4.483673","6.171759","76.357143","2.181633","2.619394","5","0","11.596939","3.874992","2.319388","0.774998","7.897959","2.56621","1.579592","0.513242","6.413265","3.402315","1.282653","0.680463","22.418367","11.55904","4.483673","2.311808","10.908163","4.984629","2.181633","0.996926","7","0","16.235714","6.10393","2.319388","0.87199","11.057143","6.083333","1.579592","0.869048","8.978571","4.501224","1.282653","0.643032","31.385714","27.437484","4.483673","3.919641","15.271429","13.995218","2.181633","1.999317","70","69","0.9857","4775","68.2143","51.164411","14","18.198901","13.8","17.80337","0.996","0.008","955","1158.123309","17.5","12.539936","17.25","1","1","0","A"
"5","0.2","0","0","33","72.857143","2.207792","1.195146","74.357143","2.253247","1.183565","67.428572","2.04329","2.110688","158.285715","4.796537","5.909596","57.285714","1.735931","1.869478","4.7143","0.451754","10.408163","4.246198","2.170918","0.772171","10.622449","4.502625","2.206633","0.817387","9.632653","2.176748","2.051531","0.433676","22.612245","12.70602","4.668878","2.406421","8.183673","5.078804","1.686735","0.972602","6.6","0.8","14.571429","3.65558","2.284082","0.786418","14.871429","3.735216","2.326939","0.783015","13.485714","8.453764","2.197551","1.5951","31.657143","23.574389","5.39102","5.036249","11.457143","6.679484","1.907755","1.467465","150","97","0.6467","5865","39.1","36.39739","25","26.032032","16.3333","14.556404","0.77685","0.227362","977.5","882.949933","30","27.378824","19.4","3","3","0","A"
"5","0.2","1","0","31","107.571429","3.470046","3.125206","101.857143","3.285714","6.323733","168.071429","5.421659","20.977702","284.285715","9.170507","10.285822","48.857143","1.576037","1.556431","4.4286","0.728431","15.367347","4.397758","3.532993","0.989572","14.55102","11.975541","3.431633","3.03128","24.010204","39.638167","5.017517","7.842547","40.612245","15.531537","9.739116","4.472044","6.979592","2.241184","1.636395","0.57681","6.2","0.748331","21.514286","14.602935","3.505442","2.453784","20.371429","22.610021","3.341497","3.786894","33.614286","54.039434","5.541905","9.0313","56.857143","50.949435","8.631429","7.030695","9.771429","5.703991","1.529796","0.919716","60","32","0.5333","1966","32.7667","55.518876","15","16.881943","8.5","10.735455","0.601325","0.312351","491.5","570.824185","60","0","32","1","1","0","A"
"6","0.1667","0","0","34","95.5","2.808824","1.816459","80.785715","2.37605","1.708479","51.857143","1.52521","0.874969","218.285715","6.420168","4.434061","49.285714","1.44958","1.036113","4.8571","0.638877","13.642857","5.403136","2.810714","0.965647","11.540816","4.653263","2.394728","0.904644","7.408163","1.039815","1.552041","0.303928","31.183674","10.557827","6.276871","1.736124","7.040816","1.865311","1.426871","0.225679","6.8","0.4","19.1","8.467899","2.757143","1.166062","16.157143","6.607726","2.341497","0.899053","10.371429","3.813617","1.510204","0.514189","43.657143","22.052183","6.27483","3.089039","9.857143","2.90952","1.446259","0.397935","206","148","0.7184","19149","92.9563","143.784605","34.3333","21.507105","24.6667","9.775252","0.86465","0.259992","3191.5","1140.821159","41.2","35.402825","29.6","1","1","0","A"
"6","0.1667","0","0","37","155.285715","4.196911","3.706942","119.571429","3.23166","2.475298","46.5","1.256757","1.876774","168.5","4.554054","3.730905","109.928572","2.971042","3.929064","5.2857","0.880631","22.183674","13.660548","4.189164","2.247905","17.081633","8.682564","3.269825","1.622126","6.642857","4.315374","1.211224","0.735222","24.071429","14.843056","4.57551","2.434096","15.704082","10.072943","2.995481","1.787079","6.1667","1.950783","25.880952","13.480502","4.363237","1.76692","19.928571","10.862389","3.049887","1.212429","7.75","4.821958","1.207908","0.58741","28.083333","12.620468","4.662132","1.445288","18.321429","16.656481","2.675312","2.293721","233","184","0.7897","12417","53.2918","60.716966","38.8333","21.458617","30.8333","16.79699","0.87705","0.237125","2069.5","1362.778748","38.8333","27.248343","31","1","1","0","A"
"6","0.1667","0","0","41","109.5","2.670732","1.435506","98.071429","2.391986","1.422811","75.928572","1.851916","2.04878","218","5.317073","5.349393","57","1.390244","1.558592","5.8571","0.349927","15.642857","5.01935","2.697619","0.922059","14.010204","4.979613","2.411224","0.879862","10.846939","4.568945","1.838776","0.735369","31.142857","12.359826","5.42381","2.441114","8.142857","2.960626","1.407143","0.54568","6.8333","0.372678","18.25","4.516739","2.659297","0.594847","16.345238","5.511956","2.379252","0.751056","12.654762","8.327319","1.819728","1.176035","36.333333","25.338882","5.269274","3.572583","9.5","7.577154","1.380952","1.072718","274","261","0.9526","23545","85.9307","59.89881","45.6667","25.361826","43.5","25.111418","0.95161667","0.043618","3924.1667","2707.066519","54.8","63.002857","52.2","1","1","0","A"
"6","0","0","0","42","171.642858","4.086735","2.946447","107.571429","2.561224","1.526226","101.214286","2.409864","1.846467","169.142857","4.027211","5.06063","71.714286","1.707483","1.743143","6","0.755929","24.520408","8.572169","4.116327","1.254067","15.367347","3.63984","2.643197","0.826764","14.459184","2.539443","2.435034","0.427013","24.163265","15.784154","4.041497","2.338003","10.244898","4.750151","1.735374","0.770747","7","0","28.607143","10.423658","4.086735","1.489094","17.928571","5.28684","2.561224","0.755263","16.869048","7.324641","2.409864","1.046377","28.190476","16.335693","4.027211","2.33367","11.952381","7.359416","1.707483","1.051345","174","147","0.8448","11191","64.3161","82.344092","29","18.475209","24.6667","17.978382","0.86168333","0.167224","1865.1667","1986.672714","29","16.278821","24.5","1","1","0","A"
"6","0.3333","0","0","41","105.785715","2.580139","0.953874","65","1.585366","0.799688","73.428572","1.790941","2.583352","155.571429","3.794425","3.894351","43.928571","1.071429","1.052885","5.8571","0.638877","15.112245","3.007487","2.629981","0.61736","9.285714","2.032893","1.626871","0.475954","10.489796","5.880668","1.809767","1.014318","22.22449","10.821668","3.908601","1.881254","6.27551","3.142261","1.110107","0.568102","6.8333","0.372678","17.630952","2.667968","2.598639","0.484333","10.833333","1.691147","1.581066","0.202435","12.238095","9.047274","1.777778","1.278401","25.928571","14.455185","3.738662","2.024903","7.321429","4.774819","1.072562","0.68133","134","120","0.8955","10181","75.9776","77.360897","22.3333","14.884742","20.3333","12.840907","0.94286667","0.069693","1696.8333","1585.250392","33.5","33.357908","30","3","2","1","F"
"7","0","0","0","49","158.285715","3.230321","1.043813","129.571429","2.644315","1.074098","50.142857","1.023324","1.322423","251","5.122449","4.86449","50.964286","1.040087","1.081825","7","0","22.612245","4.695208","3.230321","0.670744","18.510204","5.588857","2.644315","0.798408","7.163265","5.42803","1.023324","0.775433","35.857143","12.813816","5.122449","1.830545","7.280612","1.855222","1.040087","0.265032","7","0","22.612245","2.803022","3.230321","0.400432","18.510204","2.112171","2.644315","0.301739","7.163265","3.340867","1.023324","0.477267","35.857143","20.523896","5.122449","2.931985","7.280612","6.177891","1.040087","0.882556","251","238","0.9482","20329","80.992","105.444118","41.8333","21.090414","40","19.77372","0.95458333","0.050246","3388.1667","1935.529335","35.8571","28.098951","34","2","2","0","A"
